word,count_0,weight_0,count_1,weight_1,count_2,weight_2,count_3,weight_3,total,total-weight
domains,0,"",1,0.048,0,"",0,"",1,""
orm,0,"",1,0.048,0,"",0,"",1,""
page,0,"",1,0.048,0,"",0,"",1,""
performances,1,0.048,0,"",0,"",0,"",1,""
resolve,1,0.048,0,"",0,"",0,"",1,""
snappy&,1,0.048,0,"",0,"",0,"",1,""
budget.,1,0.048,0,"",0,"",0,"",1,""
core,0,"",1,0.048,0,"",0,"",1,""
implementations.,0,"",0,"",1,0.071,0,"",1,""
multinode,0,"",0,"",1,0.071,0,"",1,""
olap,0,"",1,0.048,0,"",0,"",1,""
shield,0,"",1,0.048,0,"",0,"",1,""
ways,0,"",0,"",1,0.071,0,"",1,""
5.04.0.,0,"",0,"",1,0.071,0,"",1,""
accretions,0,"",1,0.048,0,"",0,"",1,""
charles,0,"",1,0.048,0,"",0,"",1,""
commodity,0,"",1,0.048,0,"",0,"",1,""
controller,0,"",1,0.048,0,"",0,"",1,""
graphx,0,"",1,0.048,0,"",0,"",1,""
react,0,"",0,"",1,0.071,0,"",1,""
speed.,0,"",0,"",1,0.071,0,"",1,""
i.t.,0,"",0,"",0,"",1,0.091,1,""
station,1,0.048,0,"",0,"",0,"",1,""
weekly,1,0.048,0,"",0,"",0,"",1,""
aggregations.,0,"",0,"",1,0.071,0,"",1,""
economy,1,0.048,0,"",0,"",0,"",1,""
handshake.,1,0.048,0,"",0,"",0,"",1,""
investment,0,"",1,0.048,0,"",0,"",1,""
shields,0,"",0,"",1,0.071,0,"",1,""
depot,0,"",1,0.048,0,"",0,"",1,""
lean,0,"",1,0.048,0,"",0,"",1,""
mart,0,"",0,"",0,"",1,0.091,1,""
research,0,"",0,"",1,0.071,0,"",1,""
2005,1,0.048,0,"",0,"",0,"",1,""
can,1,0.048,0,"",0,"",0,"",1,""
decommission,0,"",0,"",0,"",1,0.091,1,""
deployed,1,0.048,0,"",0,"",0,"",1,""
fashioned,1,0.048,0,"",0,"",0,"",1,""
piggybank,0,"",1,0.048,0,"",0,"",1,""
schwab,0,"",1,0.048,0,"",0,"",1,""
scipy,0,"",1,0.048,0,"",0,"",1,""
concepts,0,"",0,"",1,0.071,0,"",1,""
converted,0,"",1,0.048,0,"",0,"",1,""
derived,1,0.048,0,"",0,"",0,"",1,""
enabledisable,0,"",1,0.048,0,"",0,"",1,""
extend,0,"",1,0.048,0,"",0,"",1,""
sponsor,0,"",0,"",1,0.071,0,"",1,""
automated,1,0.048,0,"",0,"",0,"",1,""
interval,1,0.048,0,"",0,"",0,"",1,""
kanban,0,"",1,0.048,0,"",0,"",1,""
notebook.,1,0.048,0,"",0,"",0,"",1,""
router,0,"",1,0.048,0,"",0,"",1,""
change.,1,0.048,0,"",0,"",0,"",1,""
communications,0,"",0,"",1,0.071,0,"",1,""
construct,0,"",0,"",1,0.071,0,"",1,""
flume;,1,0.048,0,"",0,"",0,"",1,""
grunt,0,"",1,0.048,0,"",0,"",1,""
kafkaapache,1,0.048,0,"",0,"",0,"",1,""
roi,1,0.048,0,"",0,"",0,"",1,""
scalapython,0,"",0,"",1,0.071,0,"",1,""
sqlbi,1,0.048,0,"",0,"",0,"",1,""
unknown,0,"",1,0.048,0,"",0,"",1,""
billion,0,"",0,"",0,"",1,0.091,1,""
stress,1,0.048,0,"",0,"",0,"",1,""
visualization:,0,"",0,"",0,"",1,0.091,1,""
dissertation,0,"",0,"",1,0.071,0,"",1,""
failed,1,0.048,0,"",0,"",0,"",1,""
intern,0,"",0,"",1,0.071,0,"",1,""
monthly,1,0.048,0,"",0,"",0,"",1,""
pentaho,0,"",1,0.048,0,"",0,"",1,""
authenticates,1,0.048,0,"",0,"",0,"",1,""
deployments,0,"",0,"",0,"",1,0.091,1,""
hadoopbased,1,0.048,0,"",0,"",0,"",1,""
implantation,0,"",0,"",1,0.071,0,"",1,""
filter,0,"",0,"",1,0.071,0,"",1,""
tablegenerating,0,"",0,"",0,"",1,0.091,1,""
2.32.4,0,"",0,"",1,0.071,0,"",1,""
300gbday,1,0.048,0,"",0,"",0,"",1,""
commits,1,0.048,0,"",0,"",0,"",1,""
elastisearch,1,0.048,0,"",0,"",0,"",1,""
etl.,0,"",1,0.048,0,"",0,"",1,""
indexing,0,"",1,0.048,0,"",0,"",1,""
numerous,0,"",1,0.048,0,"",0,"",1,""
top,0,"",0,"",1,0.071,0,"",1,""
architectural,1,0.048,0,"",0,"",0,"",1,""
diverse,1,0.048,0,"",0,"",0,"",1,""
mvvm,0,"",0,"",1,0.071,0,"",1,""
techniques.,0,"",0,"",0,"",1,0.091,1,""
tokenbased,1,0.048,0,"",0,"",0,"",1,""
vpc.,0,"",0,"",0,"",1,0.091,1,""
2.5,0,"",0,"",0,"",1,0.091,1,""
arlington,0,"",0,"",0,"",1,0.091,1,""
kislay,0,"",0,"",1,0.071,0,"",1,""
knockout,0,"",0,"",1,0.071,0,"",1,""
metadatadriven,1,0.048,0,"",0,"",0,"",1,""
nextgeneration,0,"",1,0.048,0,"",0,"",1,""
serialization,1,0.048,0,"",0,"",0,"",1,""
ticket,1,0.048,0,"",0,"",0,"",1,""
verify,1,0.048,0,"",0,"",0,"",1,""
links,1,0.048,0,"",0,"",0,"",1,""
needed,0,"",1,0.048,0,"",0,"",1,""
program,1,0.048,0,"",0,"",0,"",1,""
protection,1,0.048,0,"",0,"",0,"",1,""
reviewing,0,"",1,0.048,0,"",0,"",1,""
tuned,1,0.048,0,"",0,"",0,"",1,""
apatar,1,0.048,0,"",0,"",0,"",1,""
api.,0,"",0,"",0,"",1,0.091,1,""
browser,1,0.048,0,"",0,"",0,"",1,""
invoke,1,0.048,0,"",0,"",0,"",1,""
mvpd,0,"",0,"",1,0.071,0,"",1,""
average,0,"",1,0.048,0,"",0,"",1,""
bit,0,"",1,0.048,0,"",0,"",1,""
lens,0,"",0,"",0,"",1,0.091,1,""
ring,0,"",1,0.048,0,"",0,"",1,""
logical,1,0.048,0,"",0,"",0,"",1,""
maintain,0,"",1,0.048,0,"",0,"",1,""
nosqlwebhtml,1,0.048,0,"",0,"",0,"",1,""
redeploy,1,0.048,0,"",0,"",0,"",1,""
splunk,0,"",1,0.048,0,"",0,"",1,""
warehouses,0,"",0,"",1,0.071,0,"",1,""
xls,0,"",1,0.048,0,"",0,"",1,""
300,1,0.048,0,"",0,"",0,"",1,""
colmenares,0,"",1,0.048,0,"",0,"",1,""
ecosystems,1,0.048,0,"",0,"",0,"",1,""
ms,0,"",1,0.048,0,"",0,"",1,""
multicluster,0,"",0,"",0,"",1,0.091,1,""
universiarios,0,"",1,0.048,0,"",0,"",1,""
corporate,1,0.048,0,"",0,"",0,"",1,""
flinkstratosphere,0,"",0,"",0,"",1,0.091,1,""
glue,0,"",0,"",1,0.071,0,"",1,""
selfservice,1,0.048,0,"",0,"",0,"",1,""
study,0,"",1,0.048,0,"",0,"",1,""
topics,1,0.048,0,"",0,"",0,"",1,""
31,0,"",1,0.048,0,"",0,"",1,""
angular.js,0,"",0,"",1,0.071,0,"",1,""
ignite,0,"",1,0.048,0,"",0,"",1,""
jeffrey,1,0.048,0,"",0,"",0,"",1,""
piggybanks,0,"",1,0.048,0,"",0,"",1,""
100,0,"",0,"",0,"",1,0.091,1,""
critical.,1,0.048,0,"",0,"",0,"",1,""
frames,0,"",0,"",1,0.071,0,"",1,""
poc,1,0.048,0,"",0,"",0,"",1,""
programmer,0,"",1,0.048,0,"",0,"",1,""
terms,0,"",0,"",1,0.071,0,"",1,""
transparent,1,0.048,0,"",0,"",0,"",1,""
communicator.,0,"",1,0.048,0,"",0,"",1,""
conjunction,0,"",0,"",1,0.071,0,"",1,""
emr.,0,"",0,"",0,"",1,0.091,1,""
mq's,0,"",1,0.048,0,"",0,"",1,""
performancememory,0,"",0,"",1,0.071,0,"",1,""
premise,0,"",0,"",1,0.071,0,"",1,""
slomin,0,"",0,"",1,0.071,0,"",1,""
translate,1,0.048,0,"",0,"",0,"",1,""
uploaded,0,"",1,0.048,0,"",0,"",1,""
avro.,0,"",1,0.048,0,"",0,"",1,""
beach,1,0.048,0,"",0,"",0,"",1,""
bootstraposnetworkamazon,1,0.048,0,"",0,"",0,"",1,""
director,1,0.048,0,"",0,"",0,"",1,""
groups.,0,"",0,"",0,"",1,0.091,1,""
posh,0,"",0,"",1,0.071,0,"",1,""
promote,0,"",0,"",1,0.071,0,"",1,""
rate,1,0.048,0,"",0,"",0,"",1,""
70,0,"",0,"",0,"",1,0.091,1,""
intent,0,"",0,"",1,0.071,0,"",1,""
method,1,0.048,0,"",0,"",0,"",1,""
sunnyvale,1,0.048,0,"",0,"",0,"",1,""
webbased,0,"",1,0.048,0,"",0,"",1,""
zeppelin0.7.3,1,0.048,0,"",0,"",0,"",1,""
24x7,1,0.048,0,"",0,"",0,"",1,""
content,1,0.048,0,"",0,"",0,"",1,""
flowing,1,0.048,0,"",0,"",0,"",1,""
patterns,0,"",1,0.048,0,"",0,"",1,""
pulling,1,0.048,0,"",0,"",0,"",1,""
shipping,1,0.048,0,"",0,"",0,"",1,""
broker.,1,0.048,0,"",0,"",0,"",1,""
enrichment,0,"",0,"",1,0.071,0,"",1,""
era,0,"",1,0.048,0,"",0,"",1,""
gallium,0,"",0,"",1,0.071,0,"",1,""
processes.,1,0.048,0,"",0,"",0,"",1,""
programs.,0,"",1,0.048,0,"",0,"",1,""
reliable,0,"",1,0.048,0,"",0,"",1,""
sap,0,"",1,0.048,0,"",0,"",1,""
ado.net,0,"",0,"",1,0.071,0,"",1,""
comparison,1,0.048,0,"",0,"",0,"",1,""
constraints,1,0.048,0,"",0,"",0,"",1,""
solid,0,"",0,"",1,0.071,0,"",1,""
architects,0,"",1,0.048,0,"",0,"",1,""
c#.net,0,"",0,"",1,0.071,0,"",1,""
zip,1,0.048,0,"",0,"",0,"",1,""
algorithms.,0,"",1,0.048,0,"",0,"",1,""
banking,0,"",1,0.048,0,"",0,"",1,""
laboratory,0,"",0,"",1,0.071,0,"",1,""
ses,1,0.048,0,"",0,"",0,"",1,""
specific,1,0.048,0,"",0,"",0,"",1,""
beautifulsoup,1,0.048,0,"",0,"",0,"",1,""
connectors,1,0.048,0,"",0,"",0,"",1,""
dashboard,1,0.048,0,"",0,"",0,"",1,""
feedback,0,"",1,0.048,0,"",0,"",1,""
filesystemdiskspace,1,0.048,0,"",0,"",0,"",1,""
goals.,0,"",0,"",1,0.071,0,"",1,""
great,0,"",1,0.048,0,"",0,"",1,""
hiveqlsql,1,0.048,0,"",0,"",0,"",1,""
itcm,0,"",1,0.048,0,"",0,"",1,""
logics,0,"",0,"",1,0.071,0,"",1,""
plus,0,"",1,0.048,0,"",0,"",1,""
relationship,1,0.048,0,"",0,"",0,"",1,""
serversdevelopment,1,0.048,0,"",0,"",0,"",1,""
eminor,0,"",1,0.048,0,"",0,"",1,""
forms,0,"",0,"",1,0.071,0,"",1,""
administering,0,"",0,"",0,"",1,0.091,1,""
citizens,0,"",1,0.048,0,"",0,"",1,""
ease,1,0.048,0,"",0,"",0,"",1,""
initiatives,1,0.048,0,"",0,"",0,"",1,""
jdeveloper,0,"",1,0.048,0,"",0,"",1,""
output.,1,0.048,0,"",0,"",0,"",1,""
python.,1,0.048,0,"",0,"",0,"",1,""
efficiencies,1,0.048,0,"",0,"",0,"",1,""
loads,1,0.048,0,"",0,"",0,"",1,""
n.c.,1,0.048,0,"",0,"",0,"",1,""
policies,0,"",0,"",0,"",1,0.091,1,""
udaf,0,"",0,"",0,"",1,0.091,1,""
volume,1,0.048,0,"",0,"",0,"",1,""
mechanisms,1,0.048,0,"",0,"",0,"",1,""
pandas,0,"",1,0.048,0,"",0,"",1,""
toend,1,0.048,0,"",0,"",0,"",1,""
10+,0,"",1,0.048,0,"",0,"",1,""
alarms,0,"",1,0.048,0,"",0,"",1,""
greatly,1,0.048,0,"",0,"",0,"",1,""
http,1,0.048,0,"",0,"",0,"",1,""
preproduction,0,"",0,"",1,0.071,0,"",1,""
presentations,0,"",0,"",1,0.071,0,"",1,""
validations.,0,"",1,0.048,0,"",0,"",1,""
connectivity,1,0.048,0,"",0,"",0,"",1,""
docker,0,"",0,"",1,0.071,0,"",1,""
gathering,0,"",1,0.048,0,"",0,"",1,""
graph,1,0.048,0,"",0,"",0,"",1,""
inventory,1,0.048,0,"",0,"",0,"",1,""
package,0,"",1,0.048,0,"",0,"",1,""
pantaho,1,0.048,0,"",0,"",0,"",1,""
vpc,0,"",0,"",1,0.071,0,"",1,""
builtin,0,"",1,0.048,0,"",0,"",1,""
deployment.,0,"",1,0.048,0,"",0,"",1,""
harden,1,0.048,0,"",0,"",0,"",1,""
procedural,0,"",1,0.048,0,"",0,"",1,""
scenarios,0,"",1,0.048,0,"",0,"",1,""
suntrust,0,"",1,0.048,0,"",0,"",1,""
buckets.,0,"",1,0.048,0,"",0,"",1,""
located,0,"",0,"",1,0.071,0,"",1,""
ontime,1,0.048,0,"",0,"",0,"",1,""
schedulers.,1,0.048,0,"",0,"",0,"",1,""
plan.,0,"",0,"",1,0.071,0,"",1,""
queuing,0,"",1,0.048,0,"",0,"",1,""
framessql,0,"",1,0.048,0,"",0,"",1,""
kislayjha000@gmail.com,0,"",0,"",1,0.071,0,"",1,""
languagestypessystemsinfrastructuretoolshadoop,1,0.048,0,"",0,"",0,"",1,""
nonprimary,0,"",1,0.048,0,"",0,"",1,""
programmeranalyst,0,"",1,0.048,0,"",0,"",1,""
quality;,1,0.048,0,"",0,"",0,"",1,""
resource,1,0.048,0,"",0,"",0,"",1,""
servers.,1,0.048,0,"",0,"",0,"",1,""
txt,0,"",1,0.048,0,"",0,"",1,""
virtualizationcloud,1,0.048,0,"",0,"",0,"",1,""
backed,1,0.048,0,"",0,"",0,"",1,""
contribution,1,0.048,0,"",0,"",0,"",1,""
disciplines,0,"",0,"",1,0.071,0,"",1,""
eventdriven,0,"",0,"",0,"",1,0.091,1,""
guillén[pic],0,"",1,0.048,0,"",0,"",1,""
hana,0,"",1,0.048,0,"",0,"",1,""
lockslong,1,0.048,0,"",0,"",0,"",1,""
meetings,0,"",0,"",1,0.071,0,"",1,""
requests,1,0.048,0,"",0,"",0,"",1,""
42gbday,1,0.048,0,"",0,"",0,"",1,""
bulk,0,"",1,0.048,0,"",0,"",1,""
cloud.,1,0.048,0,"",0,"",0,"",1,""
ensuring,1,0.048,0,"",0,"",0,"",1,""
marketing,1,0.048,0,"",0,"",0,"",1,""
old,0,"",0,"",0,"",1,0.091,1,""
tomcat,0,"",1,0.048,0,"",0,"",1,""
variables,0,"",1,0.048,0,"",0,"",1,""
actively,0,"",1,0.048,0,"",0,"",1,""
ensured,0,"",0,"",0,"",1,0.091,1,""
pojo,0,"",1,0.048,0,"",0,"",1,""
specifications,0,"",1,0.048,0,"",0,"",1,""
subqueries,1,0.048,0,"",0,"",0,"",1,""
code.,0,"",1,0.048,0,"",0,"",1,""
methodology.,0,"",1,0.048,0,"",0,"",1,""
sme,0,"",1,0.048,0,"",0,"",1,""
duplicate,0,"",0,"",1,0.071,0,"",1,""
issues,1,0.048,0,"",0,"",0,"",1,""
u.s.,0,"",0,"",1,0.071,0,"",1,""
variables.,0,"",1,0.048,0,"",0,"",1,""
alwayson,1,0.048,0,"",0,"",0,"",1,""
derby,0,"",1,0.048,0,"",0,"",1,""
headquartered,0,"",0,"",1,0.071,0,"",1,""
light–,1,0.048,0,"",0,"",0,"",1,""
removal,0,"",1,0.048,0,"",0,"",1,""
ri,0,"",1,0.048,0,"",0,"",1,""
accordance,0,"",0,"",1,0.071,0,"",1,""
beautifulsoup.,1,0.048,0,"",0,"",0,"",1,""
filters,1,0.048,0,"",0,"",0,"",1,""
hdf,1,0.048,0,"",0,"",0,"",1,""
html5,0,"",0,"",1,0.071,0,"",1,""
metastore,0,"",1,0.048,0,"",0,"",1,""
onpremise,0,"",0,"",0,"",1,0.091,1,""
permissions.,1,0.048,0,"",0,"",0,"",1,""
referential,1,0.048,0,"",0,"",0,"",1,""
sales,0,"",1,0.048,0,"",0,"",1,""
ssl,0,"",0,"",1,0.071,0,"",1,""
successful,0,"",1,0.048,0,"",0,"",1,""
tsql,0,"",0,"",1,0.071,0,"",1,""
4.04.0,0,"",0,"",1,0.071,0,"",1,""
contracted,0,"",0,"",1,0.071,0,"",1,""
cycle,1,0.048,0,"",0,"",0,"",1,""
knox.,0,"",0,"",0,"",1,0.091,1,""
ql,0,"",1,0.048,0,"",0,"",1,""
statics,0,"",1,0.048,0,"",0,"",1,""
subsidiaries,0,"",0,"",1,0.071,0,"",1,""
configurations,0,"",0,"",0,"",1,0.091,1,""
jstl,0,"",1,0.048,0,"",0,"",1,""
modelling,1,0.048,0,"",0,"",0,"",1,""
9173389629,0,"",0,"",1,0.071,0,"",1,""
compress,1,0.048,0,"",0,"",0,"",1,""
connecting,0,"",1,0.048,0,"",0,"",1,""
detailed,1,0.048,0,"",0,"",0,"",1,""
excited,1,0.048,0,"",0,"",0,"",1,""
ides,0,"",1,0.048,0,"",0,"",1,""
resolving,0,"",0,"",0,"",1,0.091,1,""
aws3,1,0.048,0,"",0,"",0,"",1,""
broad,0,"",0,"",1,0.071,0,"",1,""
capability,1,0.048,0,"",0,"",0,"",1,""
de,0,"",1,0.048,0,"",0,"",1,""
udfs.,1,0.048,0,"",0,"",0,"",1,""
extending,0,"",0,"",0,"",1,0.091,1,""
gathered,0,"",1,0.048,0,"",0,"",1,""
incorporate,0,"",1,0.048,0,"",0,"",1,""
varies,1,0.048,0,"",0,"",0,"",1,""
fashion.,1,0.048,0,"",0,"",0,"",1,""
netezza,0,"",1,0.048,0,"",0,"",1,""
sdlc,0,"",0,"",0,"",1,0.091,1,""
communication.,0,"",0,"",1,0.071,0,"",1,""
innovative,0,"",0,"",1,0.071,0,"",1,""
jupyter,0,"",1,0.048,0,"",0,"",1,""
cassandra.,0,"",0,"",0,"",1,0.091,1,""
databricks,0,"",1,0.048,0,"",0,"",1,""
internet”,0,"",0,"",1,0.071,0,"",1,""
noida,0,"",0,"",1,0.071,0,"",1,""
wcf,0,"",0,"",1,0.071,0,"",1,""
fetch,1,0.048,0,"",0,"",0,"",1,""
lab.,1,0.048,0,"",0,"",0,"",1,""
monitor,0,"",0,"",0,"",1,0.091,1,""
more.,0,"",1,0.048,0,"",0,"",1,""
processors,0,"",1,0.048,0,"",0,"",1,""
trust,0,"",0,"",0,"",1,0.091,1,""
versioning,0,"",1,0.048,0,"",0,"",1,""
capture,1,0.048,0,"",0,"",0,"",1,""
executive,0,"",0,"",1,0.071,0,"",1,""
gbi,1,0.048,0,"",0,"",0,"",1,""
gemini”,0,"",0,"",1,0.071,0,"",1,""
investments.,1,0.048,0,"",0,"",0,"",1,""
years’,0,"",1,0.048,0,"",0,"",1,""
basis.,1,0.048,0,"",0,"",0,"",1,""
con,1,0.048,0,"",0,"",0,"",1,""
db,1,0.048,0,"",0,"",0,"",1,""
dbs.,1,0.048,0,"",0,"",0,"",1,""
gradle,0,"",0,"",0,"",1,0.091,1,""
installing,0,"",1,0.048,0,"",0,"",1,""
lending,1,0.048,0,"",0,"",0,"",1,""
nas,0,"",1,0.048,0,"",0,"",1,""
polytechnic,0,"",0,"",0,"",1,0.091,1,""
portal,0,"",1,0.048,0,"",0,"",1,""
remove,0,"",0,"",1,0.071,0,"",1,""
staples.,0,"",1,0.048,0,"",0,"",1,""
345,0,"",0,"",1,0.071,0,"",1,""
112016present,0,"",0,"",1,0.071,0,"",1,""
cost,0,"",0,"",1,0.071,0,"",1,""
focus,0,"",0,"",1,0.071,0,"",1,""
luis,0,"",1,0.048,0,"",0,"",1,""
mining,0,"",0,"",1,0.071,0,"",1,""
that.,1,0.048,0,"",0,"",0,"",1,""
workload,0,"",0,"",0,"",1,0.091,1,""
delimited,0,"",0,"",0,"",1,0.091,1,""
lowes,0,"",1,0.048,0,"",0,"",1,""
messaging,0,"",1,0.048,0,"",0,"",1,""
ui.,1,0.048,0,"",0,"",0,"",1,""
dataset,1,0.048,0,"",0,"",0,"",1,""
elasticcloud,1,0.048,0,"",0,"",0,"",1,""
front,0,"",1,0.048,0,"",0,"",1,""
haoop,0,"",0,"",1,0.071,0,"",1,""
roles.,1,0.048,0,"",0,"",0,"",1,""
sync,0,"",0,"",0,"",1,0.091,1,""
versioning.,0,"",0,"",0,"",1,0.091,1,""
zones,0,"",0,"",0,"",1,0.091,1,""
firm,1,0.048,0,"",0,"",0,"",1,""
manipulate,1,0.048,0,"",0,"",0,"",1,""
movement,0,"",0,"",1,0.071,0,"",1,""
polls,1,0.048,0,"",0,"",0,"",1,""
email,0,"",0,"",1,0.071,0,"",1,""
player,0,"",1,0.048,0,"",0,"",1,""
accumulators,0,"",1,0.048,0,"",0,"",1,""
arbitron  columbia,0,"",0,"",0,"",1,0.091,1,""
minutes,1,0.048,0,"",0,"",0,"",1,""
poste,0,"",0,"",1,0.071,0,"",1,""
runs,1,0.048,0,"",0,"",0,"",1,""
scrapersapache,1,0.048,0,"",0,"",0,"",1,""
supporting,0,"",1,0.048,0,"",0,"",1,""
4.4.1,0,"",1,0.048,0,"",0,"",1,""
basic,0,"",0,"",1,0.071,0,"",1,""
conditions,1,0.048,0,"",0,"",0,"",1,""
full,0,"",1,0.048,0,"",0,"",1,""
aggregator,0,"",0,"",1,0.071,0,"",1,""
ar,1,0.048,0,"",0,"",0,"",1,""
ear,0,"",1,0.048,0,"",0,"",1,""
latest,0,"",0,"",0,"",1,0.091,1,""
nodes.,0,"",0,"",0,"",1,0.091,1,""
ontological,0,"",1,0.048,0,"",0,"",1,""
operating,0,"",0,"",0,"",1,0.091,1,""
reusable,0,"",1,0.048,0,"",0,"",1,""
apple’s,1,0.048,0,"",0,"",0,"",1,""
austin,1,0.048,0,"",0,"",0,"",1,""
enrique,0,"",1,0.048,0,"",0,"",1,""
heka,1,0.048,0,"",0,"",0,"",1,""
module,0,"",1,0.048,0,"",0,"",1,""
scd1,0,"",1,0.048,0,"",0,"",1,""
snowball,0,"",0,"",1,0.071,0,"",1,""
userdefined,1,0.048,0,"",0,"",0,"",1,""
year,0,"",0,"",1,0.071,0,"",1,""
media,1,0.048,0,"",0,"",0,"",1,""
scriptella,1,0.048,0,"",0,"",0,"",1,""
talendnodes,1,0.048,0,"",0,"",0,"",1,""
travel–,1,0.048,0,"",0,"",0,"",1,""
beta,1,0.048,0,"",0,"",0,"",1,""
difference,1,0.048,0,"",0,"",0,"",1,""
messagedriven,0,"",1,0.048,0,"",0,"",1,""
social,1,0.048,0,"",0,"",0,"",1,""
sql:,0,"",0,"",0,"",1,0.091,1,""
transactions,0,"",1,0.048,0,"",0,"",1,""
alerts,0,"",1,0.048,0,"",0,"",1,""
openrefine,1,0.048,0,"",0,"",0,"",1,""
schematic.,0,"",1,0.048,0,"",0,"",1,""
vantage,0,"",0,"",1,0.071,0,"",1,""
cloveretl,1,0.048,0,"",0,"",0,"",1,""
drive,1,0.048,0,"",0,"",0,"",1,""
failure,1,0.048,0,"",0,"",0,"",1,""
illinois,1,0.048,0,"",0,"",0,"",1,""
imports,0,"",0,"",0,"",1,0.091,1,""
insightful,0,"",0,"",0,"",1,0.091,1,""
moves,1,0.048,0,"",0,"",0,"",1,""
tofrom,1,0.048,0,"",0,"",0,"",1,""
took,0,"",1,0.048,0,"",0,"",1,""
whole,1,0.048,0,"",0,"",0,"",1,""
compressions,1,0.048,0,"",0,"",0,"",1,""
deliverables,0,"",0,"",1,0.071,0,"",1,""
enabling,0,"",1,0.048,0,"",0,"",1,""
extended,0,"",1,0.048,0,"",0,"",1,""
jaxrpc,0,"",1,0.048,0,"",0,"",1,""
long,0,"",0,"",1,0.071,0,"",1,""
pdi,1,0.048,0,"",0,"",0,"",1,""
performing,0,"",1,0.048,0,"",0,"",1,""
resources,0,"",0,"",0,"",1,0.091,1,""
retail,0,"",1,0.048,0,"",0,"",1,""
serializing,0,"",0,"",0,"",1,0.091,1,""
automateschedule,1,0.048,0,"",0,"",0,"",1,""
aws;,1,0.048,0,"",0,"",0,"",1,""
connections,1,0.048,0,"",0,"",0,"",1,""
injection,0,"",1,0.048,0,"",0,"",1,""
publish,1,0.048,0,"",0,"",0,"",1,""
second,0,"",0,"",1,0.071,0,"",1,""
array,0,"",0,"",1,0.071,0,"",1,""
customers,0,"",0,"",1,0.071,0,"",1,""
florida,1,0.048,0,"",0,"",0,"",1,""
redshift.,0,"",0,"",0,"",1,0.091,1,""
smartdraw,1,0.048,0,"",0,"",0,"",1,""
traditional,1,0.048,0,"",0,"",0,"",1,""
4.0,0,"",0,"",1,0.071,0,"",1,""
eqm,0,"",1,0.048,0,"",0,"",1,""
grids,0,"",0,"",1,0.071,0,"",1,""
herokuubuntu,1,0.048,0,"",0,"",0,"",1,""
ayala,0,"",1,0.048,0,"",0,"",1,""
fl,1,0.048,0,"",0,"",0,"",1,""
lifelong,0,"",1,0.048,0,"",0,"",1,""
offices,0,"",0,"",1,0.071,0,"",1,""
studio,0,"",0,"",0,"",1,0.091,1,""
additional,0,"",1,0.048,0,"",0,"",1,""
ant,0,"",1,0.048,0,"",0,"",1,""
sentry.,1,0.048,0,"",0,"",0,"",1,""
similar,1,0.048,0,"",0,"",0,"",1,""
53,1,0.048,0,"",0,"",0,"",1,""
compression.,0,"",1,0.048,0,"",0,"",1,""
due,1,0.048,0,"",0,"",0,"",1,""
edsebi.,1,0.048,0,"",0,"",0,"",1,""
epsilon,0,"",0,"",1,0.071,0,"",1,""
longterm,0,"",0,"",1,0.071,0,"",1,""
utilizes,0,"",1,0.048,0,"",0,"",1,""
app.,0,"",0,"",1,0.071,0,"",1,""
date,0,"",1,0.048,0,"",0,"",1,""
devices,0,"",1,0.048,0,"",0,"",1,""
scholarship,0,"",0,"",1,0.071,0,"",1,""
shells,0,"",1,0.048,0,"",0,"",1,""
strong,1,0.048,0,"",0,"",0,"",1,""
wcustom,0,"",1,0.048,0,"",0,"",1,""
al,0,"",1,0.048,0,"",0,"",1,""
angularjs.,0,"",1,0.048,0,"",0,"",1,""
authors:,0,"",1,0.048,0,"",0,"",1,""
broadband,0,"",0,"",1,0.071,0,"",1,""
ca,1,0.048,0,"",0,"",0,"",1,""
cards,1,0.048,0,"",0,"",0,"",1,""
dashboard.,0,"",0,"",0,"",1,0.091,1,""
function,0,"",0,"",0,"",1,0.091,1,""
precision.,0,"",0,"",1,0.071,0,"",1,""
report.,0,"",1,0.048,0,"",0,"",1,""
write,0,"",1,0.048,0,"",0,"",1,""
certificates,0,"",0,"",1,0.071,0,"",1,""
coordinated,0,"",1,0.048,0,"",0,"",1,""
finetuned,0,"",0,"",0,"",1,0.091,1,""
scrum,0,"",1,0.048,0,"",0,"",1,""
senior,0,"",1,0.048,0,"",0,"",1,""
foundry,0,"",1,0.048,0,"",0,"",1,""
mumbai,0,"",0,"",1,0.071,0,"",1,""
udtf,0,"",0,"",0,"",1,0.091,1,""
followed,0,"",1,0.048,0,"",0,"",1,""
hadoopbig,0,"",0,"",0,"",1,0.091,1,""
rdbms.,1,0.048,0,"",0,"",0,"",1,""
ant.,0,"",1,0.048,0,"",0,"",1,""
commercials,0,"",0,"",1,0.071,0,"",1,""
company’s,0,"",0,"",1,0.071,0,"",1,""
drdo,0,"",0,"",1,0.071,0,"",1,""
generation,0,"",1,0.048,0,"",0,"",1,""
mapper.,0,"",1,0.048,0,"",0,"",1,""
space:,0,"",1,0.048,0,"",0,"",1,""
aspects,0,"",0,"",1,0.071,0,"",1,""
circuit,0,"",0,"",1,0.071,0,"",1,""
frameworks.,0,"",0,"",1,0.071,0,"",1,""
mariadb,0,"",0,"",1,0.071,0,"",1,""
migration.,1,0.048,0,"",0,"",0,"",1,""
million,0,"",0,"",1,0.071,0,"",1,""
